participant_id,group,age_round,GI_improve,concentration_post,active_days
2104,crosswords,53,1.3344408,4,41
2105,crosswords,26,28.2065975,2,68
2106,crosswords,26,-3.336814668,4,60
2107,crosswords,57,14.16644752,4,68
2108,lumosity,59,3.6219513,3,39
2109,lumosity,28,8.902288354,4,58
2110,lumosity,61,-11.13819244,4,45
2111,lumosity,28,-5.140863885,3,63
2112,lumosity,23,-2.529061726,4,15
2113,crosswords,40,16.62455924,5,67
2114,lumosity,36,-5.171967441,4,68
2115,lumosity,68,-6.081517649,5,57
2116,crosswords,63,-3.800539781,5,62
2117,lumosity,46,-3.494185841,4,54
2118,crosswords,50,-8.629617645,3,54
2119,lumosity,50,18.97497267,4,47
2120,lumosity,20,3.127253305,4,34
2121,crosswords,48,1.561144464,3,61
2122,crosswords,31,15.95310022,2,8
2123,lumosity,58,0.433112325,4,51
2124,lumosity,33,0.506832881,4,47
2125,crosswords,33,15.52952451,4,54
2126,lumosity,35,-15.08762092,3,49
2127,crosswords,33,1.267655155,4,63
2128,lumosity,62,9.006084855,NA,66
2129,lumosity,32,6.574490979,4,51
2130,lumosity,56,-1.308921882,5,61
2131,lumosity,66,21.53096184,5,67
2132,lumosity,50,11.02955919,4,62
2133,crosswords,42,20.42205295,4,30
2134,lumosity,30,5.856953665,4,68
2135,lumosity,44,11.12217982,5,54
2136,crosswords,22,14.21809646,4,23
2137,lumosity,64,19.06999713,NA,60
2138,lumosity,43,16.33044403,4,57
2139,crosswords,32,-15.68987778,4,58
2140,lumosity,65,2.774669511,3,56
2141,crosswords,26,18.96328883,4,34
2142,crosswords,35,8.553256303,4,61
2143,crosswords,64,-0.8275804,4,69
2144,crosswords,68,7.683907463,4,64
2145,lumosity,70,3.574994219,4,65
2146,crosswords,28,1.474907739,3,14
2147,crosswords,51,-12.77153033,3,64
2148,crosswords,21,3.170073758,4,53
2149,lumosity,31,0.754715996,4,58
2150,lumosity,40,-2.917508643,4,34
2151,lumosity,47,5.343943465,2,30
2152,crosswords,51,3.921686275,3,54
2153,lumosity,50,-7.90856428,4,61
2154,crosswords,33,-33.73404081,4,67
2155,lumosity,41,7.643696878,4,53
2156,crosswords,33,-15.92358849,4,62
2157,crosswords,27,-3.675867351,NA,67
2158,crosswords,34,10.11347135,4,60
2159,crosswords,18,-1.390927937,4,54
2160,crosswords,25,15.94797897,4,55
2161,crosswords,22,9.567292918,4,11
2162,crosswords,27,-2.806516897,4,54
2163,crosswords,30,-12.31827725,4,65
2164,crosswords,28,7.658440843,4,6
2165,crosswords,49,3.402006891,4,54
2166,crosswords,51,-6.418025107,4,64
2167,lumosity,50,2.133677055,4,60
2168,crosswords,48,7.629921615,4,54
2169,crosswords,54,13.21826861,4,67
2170,lumosity,65,13.02357453,4,59
2171,crosswords,20,-11.21012448,3,64
2172,crosswords,71,29.65371568,4,63
2173,lumosity,29,11.39020704,1,60
2174,crosswords,23,-8.914447622,2,5
2175,crosswords,30,5.011166929,4,57
2176,crosswords,28,14.54022796,4,5
2177,crosswords,29,7.305134399,4,61
2178,crosswords,24,12.73006736,4,66
2179,crosswords,60,20.2234854,5,9
2180,lumosity,47,14.53566794,4,55
2181,lumosity,35,28.95482829,4,54
2182,lumosity,49,10.27129945,3,43
2183,lumosity,55,-9.741653113,5,47
2184,lumosity,45,10.65410874,1,44
2185,crosswords,24,1.200419032,3,63
2186,lumosity,19,9.960084024,3,59
2187,lumosity,66,-10.59852172,5,62
2188,lumosity,44,12.43627272,3,44
2189,lumosity,37,7.463631653,4,36
2190,lumosity,31,-15.72080838,5,18
2191,crosswords,21,4.146647989,4,3
2192,crosswords,42,3.543761573,4,31
2193,crosswords,46,-2.257523301,3,65
2194,lumosity,21,18.56119205,4,34
2195,lumosity,46,20.3597623,5,59
2196,crosswords,50,10.09922377,4,70
2197,lumosity,23,-18.95397146,2,8
2198,crosswords,49,6.856622653,3,35
2199,crosswords,19,-5.785440093,4,22
2200,crosswords,62,10.92063602,4,70
2201,lumosity,50,14.59146116,4,24
2202,lumosity,70,-25.39264805,4,52
2203,crosswords,39,-4.975387287,5,64
2204,lumosity,63,12.95348514,4,46
2205,lumosity,28,10.54521316,4,43
2206,lumosity,33,6.48820965,4,63
2207,crosswords,47,4.953591942,5,27
2208,lumosity,59,4.34781375,5,56
2209,lumosity,47,-2.95945652,5,52
2210,crosswords,55,-15.78571026,3,62
2211,crosswords,57,-4.233743804,4,57
2212,lumosity,42,5.689963745,3,66
2213,crosswords,25,-4.979252325,4,64
2214,lumosity,29,2.906310814,4,36
2215,lumosity,55,3.157210008,NA,66
2216,crosswords,19,-0.669638545,4,54
2217,crosswords,49,4.087570143,4,58
2218,crosswords,21,2.889338172,3,9
2219,crosswords,21,-0.125818272,4,3
2220,lumosity,56,6.310540389,5,57
2221,lumosity,18,13.98379587,3,7
2222,crosswords,30,4.230748867,5,58
2223,lumosity,65,-1.720446155,5,60
2224,lumosity,32,18.55740386,4,21
2225,crosswords,21,14.25789251,3,7
2226,crosswords,51,10.40007953,4,60
2227,lumosity,52,12.60912062,4,56
2228,lumosity,38,-0.831931732,4,43
2229,lumosity,23,2.437982488,4,49
2230,crosswords,53,-3.007455569,4,37
2231,crosswords,26,15.21028102,4,57
2232,crosswords,28,15.27818658,2,15
2233,lumosity,21,17.32122203,4,46
2234,crosswords,20,-10.49147501,2,24
2235,crosswords,27,5.764428327,2,49
2236,crosswords,32,1.643378779,4,60
2237,lumosity,27,-16.98023116,NA,5
2238,lumosity,33,10.36468759,4,48
2239,crosswords,22,-5.894995008,4,56
2240,crosswords,27,6.313446053,3,30
2241,lumosity,50,6.383334719,5,55
2242,crosswords,47,1.754804952,4,12
2243,crosswords,43,10.43945853,3,57
2244,lumosity,22,13.56260253,4,68
2245,crosswords,26,-11.04772085,5,61
2246,lumosity,53,-20.24551002,3,24
2247,crosswords,51,-13.57729469,4,61
2248,crosswords,34,-5.976237857,4,54
2249,lumosity,41,3.846346422,5,42
2250,crosswords,24,5.016363463,4,51
2251,lumosity,26,-1.539917637,5,42
2252,lumosity,55,-2.320201138,4,37
2253,crosswords,40,5.416851501,4,29
2254,lumosity,33,11.64951617,4,48
2255,crosswords,28,-4.580197216,3,58
2256,lumosity,34,-20.52991461,4,11
2257,crosswords,35,-2.822684986,5,47
2258,lumosity,48,8.987956189,5,59
2259,crosswords,40,-23.76378328,4,56
2260,crosswords,51,-18.97593412,5,65
2261,lumosity,19,28.42660013,5,19
2262,lumosity,22,11.21184953,4,47
2263,lumosity,29,5.519745154,3,50
2264,lumosity,35,13.2333473,4,48
2265,lumosity,34,3.16584868,3,18
2266,lumosity,48,4.824137201,4,45
2267,lumosity,22,-9.828383871,NA,5
2268,lumosity,40,15.77731624,5,54
2269,crosswords,32,-15.41651249,3,49
2270,crosswords,30,7.080116434,4,56
2271,crosswords,31,9.317865015,4,59
2272,lumosity,24,13.26367258,4,56
2273,crosswords,65,-11.35286396,3,70
2274,lumosity,26,-0.578898078,4,64
2275,lumosity,38,-8.292107174,4,47
2276,lumosity,61,11.0659275,5,47
2277,lumosity,38,9.182700513,4,45
2278,lumosity,25,11.66552696,5,44
2279,lumosity,23,-1.698148661,4,66
2280,crosswords,60,2.245903079,4,49
2281,crosswords,21,8.626468921,4,0
2282,lumosity,52,17.5719471,4,22
2283,crosswords,24,7.614071376,4,69
2284,crosswords,38,-14.76137147,4,68
2285,lumosity,23,-5.673477777,5,31
2286,lumosity,22,-11.92556757,4,35
2287,lumosity,35,11.17200363,4,41
2288,lumosity,47,9.123935933,4,54
2289,lumosity,41,-3.372211933,3,38
2290,crosswords,30,0.213717788,4,56
2291,lumosity,25,12.53229849,5,31
2292,crosswords,24,5.159603608,3,44
2293,crosswords,21,6.329547316,3,52
2294,lumosity,69,-8.076759345,4,58
2295,lumosity,57,-0.837867433,3,56
2296,lumosity,36,2.899079965,4,61
2297,crosswords,58,10.34992903,4,63
2298,lumosity,69,-4.238915198,3,69
2299,crosswords,39,8.258900556,4,52
2300,lumosity,37,16.02752097,5,56
2301,crosswords,52,-8.46937751,4,68
2302,crosswords,51,-0.192992062,4,62
2303,crosswords,28,6.416279183,4,68
2304,crosswords,51,-27.27743298,4,1
2305,crosswords,20,3.926949165,2,41
2306,crosswords,26,6.755980886,4,44
2307,crosswords,41,2.492399558,5,62
2308,crosswords,24,-2.159203373,2,61
2309,crosswords,56,-15.54694754,4,39
2310,lumosity,54,-10.87570142,4,37
2311,lumosity,25,-17.02718958,3,30
2312,lumosity,50,-9.464474343,5,53
2313,lumosity,53,2.014496872,2,68
2314,lumosity,31,2.129253598,3,37
2315,lumosity,35,13.31856078,4,62
2316,lumosity,26,24.05190979,4,55
2317,lumosity,40,10.05341528,5,43
2318,lumosity,58,-12.70325786,4,68
2319,crosswords,19,10.9381787,3,47
2320,lumosity,72,1.7630484,4,49
2321,lumosity,51,2.510325463,5,66
2322,crosswords,72,3.240730676,4,55
2323,lumosity,44,5.931829361,5,58
2324,crosswords,42,-3.983659863,4,53
2325,lumosity,39,22.78727285,4,48
2326,lumosity,45,16.72949743,5,61
2327,lumosity,72,-0.642062166,4,59
2328,lumosity,63,11.41808809,4,57
2329,lumosity,60,15.73066473,4,8
2330,lumosity,63,14.18316561,4,42
2331,lumosity,52,5.927569994,2,62
2332,crosswords,60,6.40874657,4,70
2333,lumosity,23,15.8670044,4,39
2334,crosswords,26,4.9100621,2,66
2335,crosswords,75,4.283970745,3,62
2336,crosswords,51,-2.567475145,3,61
2337,crosswords,26,10.97412537,4,61
2338,crosswords,25,4.757050227,2,62
2339,lumosity,28,23.12849777,4,64
2340,crosswords,45,7.319963892,4,51
2341,crosswords,53,-1.317603692,3,56
2342,crosswords,30,15.65748354,4,59
2343,crosswords,46,2.436448075,3,5
2344,lumosity,22,9.872620897,4,61
2345,lumosity,39,-9.539943404,4,64
2346,lumosity,32,-7.611179905,3,5
2347,crosswords,26,10.7849191,4,8
2348,lumosity,25,-2.438200682,3,54
2349,lumosity,49,-0.11836013,4,68
2350,lumosity,45,18.61256921,4,62
2351,lumosity,25,-1.413017333,4,29
2352,crosswords,39,-6.629677259,4,53
2353,lumosity,35,29.473766,5,50
2354,crosswords,48,17.06292233,4,49
2355,lumosity,19,22.20438333,2,55
2356,lumosity,60,4.061695768,3,47
2357,crosswords,26,-10.26979679,2,14
2358,lumosity,18,-11.15514982,5,47
2359,crosswords,30,-5.522478368,4,57
2360,lumosity,26,14.95181243,5,59
2361,lumosity,29,15.84115597,3,30
2362,lumosity,37,7.466888746,4,46
2363,lumosity,39,-13.56973974,4,48
2364,crosswords,60,14.52315434,5,54
2365,lumosity,22,-16.18388254,5,49
2366,lumosity,30,14.1749499,4,61
2367,lumosity,66,10.35048556,4,69
2368,lumosity,63,0.361941841,2,55
2369,crosswords,22,20.73593865,2,13
2370,crosswords,19,8.854853845,4,57
2371,lumosity,26,12.14715079,4,65
2372,lumosity,42,2.529109118,4,28
2373,crosswords,28,-4.925496135,4,12
2374,crosswords,23,3.347090347,4,4
2375,lumosity,36,30.64140796,4,54
2376,lumosity,63,-19.63288029,4,68
2377,crosswords,55,27.19650388,4,47
2378,lumosity,54,-4.533056675,3,11
2379,lumosity,32,-11.60560139,3,44
2380,crosswords,30,-3.799743281,5,44
2381,crosswords,70,17.16809494,3,60
2382,crosswords,24,16.53312846,3,28
2383,crosswords,58,-1.383287177,3,55
2384,crosswords,21,-2.102120026,4,53
2385,crosswords,44,-22.67972338,4,11
2386,crosswords,57,33.26086142,4,60
2387,crosswords,31,-6.293250626,5,1
2388,crosswords,26,1.995174121,3,28
2389,lumosity,20,15.57076547,4,6
2390,lumosity,33,25.19942515,3,51
2391,crosswords,52,14.66805125,5,62
2392,lumosity,28,10.13099179,4,30
2393,crosswords,26,22.6295145,4,59
2394,crosswords,64,1.110103791,5,65
2395,crosswords,25,-3.264996133,4,37
2396,lumosity,46,-2.717187748,5,45
2397,crosswords,43,2.890741118,4,41
2398,crosswords,18,3.652822928,5,41
2399,lumosity,54,9.327200042,4,28
2400,crosswords,51,-6.66682747,3,55
2401,lumosity,23,0.114373117,4,51
2402,lumosity,45,8.77371071,3,27
2403,crosswords,73,3.691145611,4,65
2404,lumosity,73,17.53999671,3,25
2405,crosswords,20,-8.647244602,3,45
2406,lumosity,27,9.003633226,5,50
2407,crosswords,21,-1.757811102,4,40
2408,lumosity,23,-15.56725376,3,21
2409,crosswords,54,6.764270921,4,54
2410,lumosity,24,2.420885518,4,50
2411,crosswords,57,6.651851537,4,33
2412,crosswords,47,15.03111838,5,61
2413,crosswords,69,16.30221508,3,64
2414,crosswords,32,0.844976665,3,42
2415,lumosity,51,-5.334959737,5,57
2416,lumosity,21,9.5724481,3,61
2417,lumosity,25,2.356291987,4,41
2418,lumosity,69,8.613328781,5,22
2419,crosswords,33,0.92040786,2,36
2420,lumosity,48,-2.467528441,4,54
2421,lumosity,32,10.42003182,4,65
2422,crosswords,46,5.989559203,4,51
2423,crosswords,31,-2.341502277,2,46
2424,lumosity,34,2.673823943,2,10
2425,crosswords,22,-9.922971935,4,67
2426,crosswords,42,-6.292614021,4,51
2427,lumosity,38,10.56987327,5,16
2428,crosswords,27,-7.156364219,4,33
2429,lumosity,27,1.529372814,5,49
2430,crosswords,24,12.41589919,4,65
2431,crosswords,45,0.646480032,5,56
2432,crosswords,25,6.880238972,2,45
2433,lumosity,22,3.114473723,4,27
2434,crosswords,59,-1.379628081,4,49
2435,crosswords,29,1.789660695,2,57
2436,crosswords,30,20.63598366,3,65
2437,lumosity,22,-1.722082991,4,61
2438,lumosity,60,-10.81422279,4,62
2439,lumosity,32,20.90842034,4,47
2440,lumosity,25,7.12507511,2,52
2441,lumosity,65,-1.073223967,4,67
2442,crosswords,29,-7.461195613,5,9
2443,lumosity,42,7.695260003,2,37
2444,crosswords,51,1.602761751,3,33
2445,lumosity,30,9.441421196,3,41
2446,lumosity,25,-12.65539446,4,44
2447,crosswords,57,-4.678368399,4,70
2448,lumosity,25,15.60086713,5,41
2449,crosswords,80,-23.09740599,4,53
2450,crosswords,71,1.86603916,3,58
2451,crosswords,53,6.634703596,4,57
2452,lumosity,34,4.838994945,4,62
2453,crosswords,35,-2.015471831,4,52
2454,lumosity,71,12.25663145,3,57
2455,crosswords,32,-13.38035358,2,60
2456,lumosity,22,-4.504181041,5,60
2457,crosswords,51,-1.269738442,3,54
2458,lumosity,24,-10.00265857,2,13
2459,crosswords,61,-20.72050803,4,24
2460,crosswords,49,30.41218622,4,61
2461,lumosity,28,9.735568706,2,68
2462,crosswords,68,-10.51273119,4,60
2463,crosswords,20,-3.477867832,4,7
2464,crosswords,31,12.4078052,2,32
2465,lumosity,29,8.719193418,4,65
2466,lumosity,56,2.670937623,5,63
2467,crosswords,64,6.805394435,5,50
2468,crosswords,59,-1.951374285,4,51
2469,crosswords,25,15.31494197,4,30
2470,crosswords,39,19.9123167,4,67
2471,crosswords,31,-8.272185979,3,53
2472,lumosity,21,-11.32963152,4,16
2473,crosswords,52,-10.26193155,4,60
2474,lumosity,22,-4.586519301,2,16
2475,crosswords,29,2.050609422,3,23
2476,lumosity,30,-10.51894348,5,49
2477,lumosity,47,22.55179223,4,48
2478,crosswords,32,4.300375024,4,46
2479,crosswords,57,-7.285421915,4,63
2480,crosswords,20,-6.986441364,4,51
2481,crosswords,21,6.853356266,4,54
2482,crosswords,33,5.982160623,3,58
2483,lumosity,19,5.228076338,4,45
2484,crosswords,33,9.051964266,4,57
2485,crosswords,57,10.88579813,4,59
2486,crosswords,30,-12.82490525,5,44
2487,lumosity,21,-22.38104806,2,11
2488,crosswords,34,0.789141621,4,66
2489,lumosity,49,22.85562549,4,64
2490,crosswords,37,22.76789159,4,53
2491,lumosity,59,9.142648946,2,64
2492,crosswords,51,-4.564979653,4,51
2493,crosswords,49,-8.856573216,4,60
2494,lumosity,31,23.31854549,4,59
2495,lumosity,62,1.407214326,5,57
2496,lumosity,66,19.83400903,4,68
2497,lumosity,27,12.94216649,4,54
2498,crosswords,55,-13.32862248,4,61
2499,lumosity,60,23.2098825,3,64
2500,crosswords,46,6.748378064,2,59
2501,lumosity,29,14.68091828,5,50
2502,lumosity,25,11.50560949,4,35
2503,crosswords,51,5.675836662,2,69
2504,lumosity,34,14.24720185,5,60
2505,lumosity,53,3.063583731,4,47
2506,crosswords,38,-13.79368789,4,64
2507,lumosity,33,13.33159252,2,62
2508,crosswords,54,4.594124916,4,69
2509,lumosity,51,-4.115311308,5,34
2510,crosswords,75,13.48619312,4,37
2511,lumosity,27,-1.441639629,4,42
2512,crosswords,65,2.066849299,4,52
2513,lumosity,40,6.61362374,5,43
2514,lumosity,68,7.69405861,4,52
2515,lumosity,29,13.45564312,5,69
2516,lumosity,72,-3.694125482,4,62
2517,crosswords,53,-3.796229253,4,66
2518,lumosity,58,-10.07538058,4,32
2519,crosswords,37,0.745122212,4,57
2520,crosswords,25,11.49717312,4,68
2521,lumosity,41,28.4991012,3,37
2522,lumosity,24,19.73551944,4,45
2523,lumosity,40,-5.784219333,4,61
2524,lumosity,39,-10.7407998,5,60
2525,lumosity,51,17.79276247,5,51
2526,lumosity,23,-17.76891717,4,34
2527,lumosity,33,12.4067786,5,63
2528,crosswords,21,-13.53403759,5,63
2529,crosswords,49,-20.19934775,4,37
2530,lumosity,53,-10.64034532,4,39
2531,crosswords,62,-8.660075082,4,67
2532,crosswords,48,16.35799851,4,57
2533,crosswords,20,2.108608598,3,31
2534,crosswords,26,2.610099586,4,63
2535,crosswords,23,-3.665918616,3,56
2536,crosswords,34,9.623079771,4,2
2537,crosswords,70,-0.714637353,5,44
2538,crosswords,40,3.733337317,5,58
2539,lumosity,67,-4.676720445,4,62
2540,crosswords,53,-4.866260878,4,58
2541,lumosity,40,3.8434401,4,43
2542,crosswords,21,-7.197670182,4,38
2543,lumosity,37,-13.72058667,5,53
2544,crosswords,53,0.7198907,4,66
2545,lumosity,29,12.54525429,4,43
2546,lumosity,61,-9.252391349,4,63
2547,crosswords,44,-1.465550406,5,56
2548,lumosity,32,-1.335232483,4,23
2549,lumosity,35,-4.418005207,4,60
2550,crosswords,27,4.665588743,4,48
2551,lumosity,53,12.2491501,2,62
2552,lumosity,45,13.1729147,4,62
2553,crosswords,50,-19.4926155,4,64
2554,lumosity,47,7.309905988,4,50
2555,crosswords,30,-7.37349296,4,38
2556,lumosity,69,-5.690414584,4,61
2557,lumosity,27,-7.87466495,4,46
2558,crosswords,69,-2.542096216,4,59
2559,crosswords,42,21.41645264,3,26
2560,lumosity,32,-8.737715417,5,42
2561,lumosity,48,5.840424432,4,59
2562,crosswords,35,-16.29651011,3,63
2563,lumosity,40,15.59226679,3,67
2564,crosswords,67,3.395846651,5,0
2565,lumosity,28,21.50596071,5,53
2566,lumosity,30,6.146916689,5,47
2567,lumosity,46,-6.718911146,4,60
2568,lumosity,23,18.55075548,4,36
2569,lumosity,33,5.710222957,5,51
2570,crosswords,72,-0.075913629,4,69
2571,crosswords,25,-12.27621857,5,63
2572,crosswords,48,-2.758188056,4,66
2573,lumosity,29,8.544970778,4,59
2574,lumosity,18,-4.65990036,4,8
2575,crosswords,41,4.855831036,4,53
2576,lumosity,45,11.20522157,5,47
2577,crosswords,20,12.72483446,4,58
2578,crosswords,34,8.703487681,5,57
2579,lumosity,23,4.438973841,5,50
2580,crosswords,24,20.87401056,5,5
2581,lumosity,40,0.627152305,5,69
2582,crosswords,61,-7.172749391,2,63
2583,lumosity,24,-10.77799801,3,11
2584,crosswords,33,-1.243760336,3,59
2585,crosswords,47,7.419819377,4,55
2586,crosswords,46,3.265070176,3,43
2587,crosswords,54,-10.88650448,4,30
2588,crosswords,31,-2.810682841,4,42
2589,lumosity,47,1.995952493,4,56
2590,crosswords,22,-6.526938359,1,45
2591,lumosity,28,1.100543156,4,50
2592,lumosity,32,-14.39744821,4,53
2593,crosswords,30,9.350690707,4,46
2594,lumosity,22,12.84989317,4,59
2595,lumosity,70,-13.72214231,4,52
2596,crosswords,34,11.39184826,4,55
2597,lumosity,23,-2.590303616,4,46
2598,crosswords,28,13.15295659,4,58
2599,lumosity,32,-1.61136166,4,52
2600,lumosity,26,14.47521415,4,17
2601,lumosity,33,10.65483324,5,53
2602,crosswords,31,8.214896827,4,53
2603,lumosity,35,15.1041571,4,46
2604,crosswords,26,10.98965757,4,59
2605,crosswords,67,-14.20093173,4,54
2606,crosswords,51,-6.420135147,2,58
2607,crosswords,20,-7.279466001,4,68
2608,crosswords,30,5.125577093,4,66
2609,lumosity,24,1.879312445,4,53
2610,lumosity,25,-3.273917043,4,63
2611,crosswords,22,15.21072786,4,50
2612,lumosity,32,12.73442175,5,48
2613,crosswords,26,9.4368858,4,60
2614,crosswords,64,-2.693633286,4,68
2615,crosswords,62,4.709483078,2,61
2616,crosswords,51,-15.08200225,2,0
2617,lumosity,66,6.940992885,4,52
2618,lumosity,66,18.12611453,5,39
2619,lumosity,24,12.48039225,5,46
2620,crosswords,31,1.284315971,5,47
2621,lumosity,62,14.72572586,4,33
2622,crosswords,29,-27.5627852,4,58
2623,lumosity,19,0.883845282,3,60
2624,crosswords,31,10.80910036,1,4
2625,crosswords,30,18.3104947,5,0
2626,crosswords,50,3.29321278,4,47
2627,lumosity,33,15.4856739,5,52
2628,crosswords,34,1.15180324,4,72
2629,lumosity,25,0.043624435,4,54
2630,crosswords,36,-8.008985375,4,44
2631,lumosity,27,17.33580307,4,55
2632,lumosity,62,-6.714407192,2,51
2633,crosswords,34,-18.47584128,4,44
2634,lumosity,25,-11.36369347,2,32
2635,lumosity,29,4.569192862,4,47
2636,crosswords,31,-4.452594459,3,26
2637,crosswords,38,1.255780619,3,50
2638,lumosity,19,7.311435953,4,43
2639,lumosity,22,2.531847338,4,49
2640,crosswords,68,2.663780913,4,51
2641,lumosity,38,-8.36852368,4,52
2642,crosswords,32,-3.788260046,5,48
2643,crosswords,22,-11.45491173,4,1
2644,crosswords,31,-4.830199751,2,23
2645,crosswords,27,-15.90182175,4,11
2646,lumosity,29,14.23746318,5,44
2647,crosswords,29,-0.866710647,4,58
2648,crosswords,53,5.921816292,4,65
2649,lumosity,56,8.069117644,4,56
2650,lumosity,28,-16.58686611,3,49
2651,lumosity,55,5.024990967,2,26
2652,crosswords,45,2.259171789,4,61
2653,crosswords,25,4.058627855,4,33
2654,lumosity,66,-2.497092971,5,51
2655,lumosity,59,-0.495281225,5,50
2656,lumosity,36,7.667194268,4,35
2657,crosswords,31,-25.37603934,3,39
2658,lumosity,57,19.02530359,2,46
2659,lumosity,26,5.462188569,4,50
2660,lumosity,25,-9.795490027,4,57
2661,lumosity,43,-10.99576967,4,69
2662,lumosity,65,-17.27119236,2,32
2663,lumosity,40,23.33411526,5,64
2664,crosswords,28,0.656507131,3,18
2665,lumosity,46,12.86313474,3,57
2666,crosswords,25,-9.039574327,4,39
2667,crosswords,34,19.23651121,2,55
2668,crosswords,56,-6.616108062,3,66
2669,crosswords,62,-0.404449265,1,64
2670,crosswords,35,10.48367453,4,58
2671,crosswords,24,-9.688318458,4,47
2672,lumosity,61,8.468003016,4,52
2673,lumosity,27,18.40619282,3,53
2674,lumosity,40,-0.75120544,4,51
2675,lumosity,44,4.609543179,4,68
2676,crosswords,45,-1.055937547,4,67
2677,crosswords,25,3.714200288,4,32
2678,crosswords,33,0.809021503,4,65
2679,lumosity,29,-0.130437427,5,51
2680,crosswords,69,-3.754919535,4,61
2681,crosswords,30,-5.114835203,4,62
2682,crosswords,65,6.930928703,4,63
2683,crosswords,28,15.90762941,4,29
2684,lumosity,28,2.420706549,4,45
2685,crosswords,63,-5.185541777,5,59
2686,lumosity,68,25.03576343,5,52
2687,lumosity,79,7.156027544,4,24
2688,lumosity,27,25.87543362,4,55
2689,crosswords,32,-0.083680145,4,37
2690,lumosity,29,7.348059458,4,43
2691,crosswords,20,10.1261108,1,66
2692,lumosity,45,17.19208014,4,46
2693,lumosity,52,-3.356691417,4,66
2694,lumosity,33,5.571145558,4,28
2695,lumosity,74,16.31706818,4,49
2696,lumosity,38,7.844665618,3,26
2697,crosswords,21,1.56389557,3,29
2698,crosswords,24,-5.51721645,4,62
2699,lumosity,25,20.4254557,5,61
2700,lumosity,22,-14.03590709,4,69
2701,crosswords,29,-4.41043917,4,64
2702,crosswords,22,19.02748621,3,60
2703,crosswords,23,14.8455948,4,67
2704,lumosity,56,-7.20241622,4,52
2705,crosswords,61,2.013089768,4,63
2706,crosswords,25,-13.04088112,3,2
2707,crosswords,63,12.29997789,4,63
2708,lumosity,30,-6.601134411,5,44
2709,lumosity,71,-8.246241425,4,35
2710,lumosity,55,23.75746635,4,34
2711,crosswords,61,7.37605217,5,64
2712,crosswords,60,-5.161672069,3,61
2713,crosswords,56,-12.93040574,5,50
2714,lumosity,64,12.76091636,4,55
2715,crosswords,35,6.738245513,3,8
2716,lumosity,73,24.58958944,4,57
2717,lumosity,53,8.730349622,4,50
2718,lumosity,58,6.412710512,4,56
2719,crosswords,55,7.794345404,5,60
2720,lumosity,30,21.41319009,5,58
2721,lumosity,24,-5.041786854,4,44
2722,lumosity,23,13.40347771,5,56
2723,lumosity,48,29.97129744,4,41
2724,lumosity,50,-0.326312745,2,64
2725,lumosity,54,21.91615598,5,52
2726,crosswords,21,2.682490961,4,53
2727,lumosity,51,15.13132758,4,58
2728,lumosity,19,13.93364663,4,57
2729,crosswords,52,11.00287656,4,50
2730,lumosity,28,1.814943477,2,62
2731,crosswords,33,-4.606860946,4,47
2732,lumosity,48,35.82866831,4,60
2733,crosswords,36,15.71811907,4,45
2734,crosswords,47,4.933931951,4,61
2735,lumosity,29,6.953221657,4,34
2736,lumosity,20,-9.494508791,4,20
2737,crosswords,28,11.1018382,2,4
2738,crosswords,34,37.36697228,NA,58
2739,crosswords,57,7.36470132,2,67
2740,lumosity,34,23.78240393,4,63
2741,lumosity,33,14.68337271,5,58
2742,crosswords,76,-19.72894558,4,66
2743,crosswords,28,-12.06998025,5,54
2744,crosswords,23,20.21064962,3,54
2745,lumosity,26,14.82337047,4,59
2746,crosswords,20,-7.665830642,4,7
2747,crosswords,23,-0.528009979,2,49
2748,lumosity,18,7.945096855,4,49
2749,lumosity,21,-39.04155652,NA,4
2750,lumosity,72,0.757272358,3,63
2751,lumosity,56,-1.919418382,1,68
2752,crosswords,29,-6.876225459,4,68
2753,lumosity,23,29.55706216,2,3
2754,lumosity,39,-9.294927099,4,27
2755,lumosity,45,13.82874334,3,56
2756,crosswords,34,10.94453012,3,66
2757,crosswords,54,5.41747288,4,57
2758,lumosity,75,18.35407397,4,25
2759,lumosity,60,-0.088280516,4,26
2760,lumosity,53,22.52447939,4,39
2761,lumosity,19,-3.719481442,4,12
2762,crosswords,58,9.459371412,3,66
2763,lumosity,33,27.40364539,5,62
2764,crosswords,31,-14.90046565,2,45
2765,lumosity,36,8.6813807,4,19
2766,crosswords,26,-6.010875747,3,54
2767,crosswords,28,-3.029462969,4,27
2768,lumosity,46,22.31116326,4,53
2769,lumosity,28,-8.714395994,4,31
2770,crosswords,25,4.298787832,2,69
2771,lumosity,46,8.090487991,4,51
2772,lumosity,31,7.905271127,4,57
2773,crosswords,41,8.998464237,3,59
2774,lumosity,44,35.51024961,4,29
2775,crosswords,36,4.350361461,2,67
2776,lumosity,41,13.96196828,NA,25
2777,lumosity,47,-5.409284537,4,25
2778,lumosity,60,-0.231065925,4,22
2779,crosswords,49,-0.149644211,2,31
2780,lumosity,22,34.22933569,4,48
2781,crosswords,50,7.363833865,4,42
2782,crosswords,34,4.074974172,3,62
2783,crosswords,18,-9.180405268,1,52
2784,lumosity,67,-0.893472157,3,62
2785,lumosity,61,-11.33208387,4,61
2786,crosswords,29,-15.67943652,4,49
2787,lumosity,43,4.860204491,5,58
2788,crosswords,56,-0.623114447,5,58
